genes	geneNames	C20_1	C20_2	C20_3	G20_1	G20_2	G20_3	GA20_1	GA20_2	GA20_3	L20_1	L20_2	L20_3	L20_4	L20_5	L20_6	L20_7	L20_8	X20_1	X20_2	X20_3
CIC11T00000003089	 SOD4	10.03320046	9.988907225	10.15058861	3.374373194	3.405375955	2.670545068	8.579994651	8.030265609	8.341537011	10.86791288	11.57929621	11.53586364	11.31716551	10.54182062	11.37399155	11.53192381	11.51238553	5.499711748	7.112627888	6.00000971
CIC11T00000004699	 TGL1	8.97034044	9.074707023	9.26990375	7.674186199	8.232343309	7.468187103	8.131238851	8.171439543	8.100368221	8.422284011	8.466486995	8.366523993	8.424624638	8.375128829	8.231493075	8.465988434	8.580128188	7.495333289	8.368876303	7.887367526
CIC11T00000004180	 RPN4_2	6.90794828	7.0396	6.216240519	7.396883476	7.484945807	7.65733631	6.143148796	6.528792937	6.213972461	7.873939564	8.17044727	8.098348093	7.909486585	7.798319761	7.997638691	8.112719161	8.12098041	7.103238396	6.729217737	7.059473841
CIC11T00000000408	 FGR15	6.67418759	6.864973462	6.089052052	6.246991964	6.780554117	6.254473194	6.526593798	6.981193501	6.738649967	6.453494816	6.333191528	6.743817281	6.180956452	6.313507818	6.287912307	6.378101138	6.689083481	5.929702235	6.884940396	6.615544855
CIC11T00000003773	 rsc7	9.262903435	9.327281552	9.593584478	9.352179255	9.524831126	9.286797764	8.778925398	8.813335152	8.648260622	9.607820026	9.602112986	9.723933682	9.594867946	9.581742261	9.493196473	9.559800709	9.484846027	9.161878028	9.395180555	9.118905089
CIC11T00000001769	 YTA12	9.630323744	9.81710693	9.613677205	9.72925704	9.802920729	10.00018254	9.055375632	9.227172756	9.259756189	9.932892305	9.443980909	9.502357113	9.398450143	9.851168036	9.23976566	9.536504264	9.490987582	9.965664645	9.55489683	9.872901991
CIC11T00000005508	 snap_masked-chr6-processed-gene-8.121	2.815421896	2.755147292	3.110902668	6.232594335	3.812662885	6.204493062	4.740134528	4.444435447	4.303064383	4.876454251	5.252809223	5.187027941	5.491804802	4.83033064	5.31723572	5.336740454	5.533235485	5.837165366	3.968081276	5.672985593
CIC11T00000005200	 YJR098c	7.528756098	7.727309101	7.574262371	7.430311178	7.679658143	7.596848021	8.360383471	8.385427734	8.393445085	6.677163521	7.374613483	7.74926107	7.517364811	7.155377293	7.572896691	7.678024911	7.58013198	7.608713591	7.671849931	7.516779054
CIC11T00000002722	 JJJ3	1.774255563	1.681983205	1.435165235	1.991969623	2.030835708	2.453601644	2.439771667	2.015677277	2.364532759	1.762122243	1.30751509	1.359728014	1.022556015	1.478862687	1.247608153	0.86136934	1.700705666	1.763351062	1.438527612	1.592391635
CIC11T00000005465	 RPA49	7.560217365	7.544543648	6.865252309	9.324649308	9.027716159	9.478207857	8.11770918	8.028682074	8.268093909	8.690377954	8.813443993	8.793671825	8.936482422	8.962054214	8.994435699	8.709050909	8.812322605	8.591702388	8.816252547	8.566581547
CIC11T00000003122	 VPS75	6.392703196	6.166036782	6.547629698	7.880506884	7.377476588	7.318349105	6.893901418	6.625804362	6.46390508	6.399310988	7.22528553	7.355141635	7.150386631	6.688976198	7.087738723	7.235271831	7.235465588	6.762129439	7.378871828	6.513158734
CIC11T00000002002	 COQ6	8.130067582	8.116119922	8.22133928	8.924507769	8.763399289	9.178401747	6.940950505	7.114288511	7.170504281	9.012829976	8.81104913	8.817801483	8.804968162	8.895445266	8.679460684	8.729352013	8.717702261	8.650877284	8.578385381	8.788937507
CIC11T00000001830	 TGL2	6.792534645	6.627921861	7.088125909	6.454128656	6.025480338	6.308166012	5.680928961	5.85092111	5.882734232	6.636287699	6.31614456	6.395597018	5.810074841	6.600018622	6.139477112	6.224871014	6.106070386	6.516076608	6.615209314	6.549753038
CIC11T00000001127	 nahF	8.24940318	7.99121358	8.156268886	7.393821866	6.713397999	7.82251771	8.46850027	8.430859867	8.534890808	8.965947656	9.219451519	9.140359591	9.192643976	8.97766052	9.085900223	8.922025812	8.880524116	7.371426472	7.701490476	7.504351971
CIC11T00000001350	 RPL16A	14.3004491	14.21576201	14.38332627	15.02657799	14.87009108	14.71055999	14.19738287	14.03426571	13.98904061	13.75469051	13.97788029	13.98617491	13.96863387	13.81907979	13.98717505	13.94715652	13.93582523	14.554067	14.74298889	14.5595684
CIC11T00000001563	 LEU4	10.21017888	10.14398596	10.27839381	11.71692406	11.70970865	11.54170659	10.14322887	9.982986278	9.926360848	9.23847218	9.460405009	9.414386773	9.549018434	9.396719985	9.529859288	9.621604008	9.405277153	11.14377607	11.25948419	11.01741071
CIC11T00000001512	 NSR1	10.14569927	9.907638697	9.635748696	11.72891469	11.58861534	11.7664247	10.18013885	10.2778549	10.30677874	10.5849988	10.35179347	10.24725301	10.60983688	10.77440163	10.63187769	10.54886433	10.5622603	10.76469476	11.00007244	10.81641894
CIC11T00000004023	 RIM8	7.187636221	7.430408257	6.11497101	6.222952914	6.21271483	7.081106739	7.647883396	8.089642938	8.170956429	7.944313693	7.937509442	7.906187406	7.792181062	7.767720112	7.909261239	7.741903036	7.763748614	7.597385107	6.734653206	7.280537685
CIC11T00000004195	 KEL2	8.073535741	8.387161211	7.729718002	6.562567531	7.050848719	6.658358001	8.521843459	9.110979232	9.097073325	7.493041169	7.030306841	7.168755861	7.032298508	7.295498025	7.00554647	6.958557619	7.068139445	7.435378958	7.41851844	7.294148834
CIC11T00000002956	 vps53	6.297498819	6.491551059	7.123436992	5.985913538	6.51558407	6.235542479	6.301318625	6.4371081	6.585976282	6.070813613	5.950421129	6.089803915	6.192890232	5.769079132	5.783077268	6.418405118	6.287267688	6.114087374	5.559831705	6.058852088
CIC11T00000002338	 TRP1	7.60665377	7.641853789	7.865312019	7.582406736	7.870359492	6.992032594	8.1947834	7.995173682	7.908165559	6.642166497	7.230090728	7.063639316	6.96225788	6.974837878	7.42303541	6.980127321	7.068139445	7.99578036	8.370251014	8.321047362
CIC11T00000001712	 CCT8	10.0008292	10.03432649	10.2776394	10.72572115	10.73824382	10.63354984	9.806839394	9.487178874	9.627236769	9.912167486	9.569100385	9.657759364	9.698455459	9.928612082	9.560957064	9.615194695	9.703259215	10.37885675	10.32078986	10.17774698
CIC11T00000002569	 CST6	9.063458289	9.056417857	7.229844655	7.492885104	7.599834747	8.255446365	8.472354884	8.81443699	9.000834135	9.760457002	10.11439824	10.18542714	10.49505089	9.975201786	10.49456714	10.30847724	10.3467615	9.095573287	8.467007922	8.99590187
CIC11T00000004832	 mug65	5.017200373	4.926961924	4.856269554	4.478888589	4.643795844	5.056505876	4.669417175	4.778238487	4.787327676	6.226368818	6.4754473	6.504464052	6.54908506	6.258123975	6.369182818	6.969365323	6.377512108	5.755335856	5.05431201	5.447048729
CIC11T00000000021	 CRD1	5.021664552	4.949805775	4.934876318	5.679937079	5.551286296	5.251119517	6.257068449	6.12792406	6.163602985	5.449873155	5.818184677	5.766463339	5.596969145	5.213114869	5.40341355	5.921871145	5.873385376	5.213795074	5.530401047	5.29873875
CIC11T00000000004	 MVD1	9.860266093	9.774522292	9.951694048	10.73071427	10.61430279	10.46753461	8.598222207	8.400230826	8.469049649	9.347963491	9.639245651	9.622426876	9.524282374	9.333557189	9.635723015	9.653319426	9.543392082	10.26769186	10.42941563	10.3530824
CIC11T00000000363	 TUP1	12.15317941	12.057269	11.52864457	11.81268831	12.11976533	11.84295474	11.55237279	11.60807683	11.64532116	11.64502508	11.70055833	11.76256896	11.70024082	11.48666579	11.62024079	11.83614819	11.73981955	11.8382064	12.07642202	11.89804994
CIC11T00000000774	 COX16	5.34695322	5.50901761	5.625195193	5.41539778	5.368365177	5.116926018	5.308377483	5.241061136	5.074689861	5.067959625	4.585866153	4.805256147	4.728641474	5.13434034	4.764163487	4.892590574	4.954452947	4.468639459	4.963646635	4.967336034
CIC11T00000000116	 SPBC215.06c	6.56827731	6.682504845	6.880732227	8.210770195	7.772494231	7.811093786	6.950746049	6.87404284	6.591392366	6.494192691	6.193675875	6.033182578	5.943673891	6.952625436	6.035802633	5.824067705	5.92151739	7.106012498	7.613354497	7.113555947
CIC11T00000000838	 CSM1	5.960949968	6.120907334	6.270360034	5.201689616	5.922261463	4.920709768	5.138407661	4.815603454	4.887764802	5.315321458	6.038989535	5.936140248	6.046100607	5.267683779	5.943707365	6.267539127	5.987528546	5.722859996	6.032585562	6.040599062
CIC11T00000005807	 Rprd1B	8.50503271	8.51390677	8.545553322	9.223742238	8.783161561	8.985214666	8.583652779	8.45975623	8.578856458	8.184350092	8.792997776	8.670739075	8.67295996	8.214672451	8.704712025	8.91742501	8.886105573	8.635164154	8.641052249	8.588622027
CIC11T00000000206	 STB5	5.770667995	5.587193129	5.56930558	8.391501392	8.527871832	7.724266238	4.861481422	4.595868688	4.657082775	4.365125155	5.062181095	4.947124382	5.202578753	4.888543204	5.297737949	5.257050745	5.432996003	7.75555861	8.140138239	8.069245882
CIC11T00000004621	 HMI1	2.779988795	3.111016379	3.896918657	4.573587157	3.507025082	4.588437673	2.340253217	2.077924056	2.142262193	2.535995787	2.157521526	2.694831047	2.929016944	2.959828361	2.88845192	2.948514913	2.50073844	4.271916009	3.721140791	4.113061324
CIC11T00000005175	 VPS52	6.511042437	6.528267637	6.265484908	6.480564017	6.616362441	6.740035126	6.129818515	6.288569551	6.160423518	6.096164611	6.057871549	6.077322341	6.192890232	6.219798765	6.246330856	6.350887764	6.449134258	6.671738196	6.032585562	6.653657692
CIC11T00000003452	 RFC4	6.245687297	5.961634126	6.412619913	6.658521125	6.956682331	6.372106187	5.892667682	5.681574862	5.700973988	5.985825434	6.161262245	5.766463339	5.982531542	6.022028849	6.139477112	5.857051363	6.106070386	6.717327495	6.960640059	6.865920093
CIC11T00000005751	 POP3	3.569437658	3.982686073	3.581006857	3.576887101	3.605635438	3.98417679	4.580161308	4.975881871	4.812741882	4.089118581	4.098129944	4.245809231	4.308083831	3.873428669	3.790658708	3.754539411	3.870708344	3.503423385	4.057735695	3.383886702
CIC11T00000004322	 RPB1	11.91700201	11.97891643	12.04642335	12.32249235	12.32912095	12.30532611	11.73774724	11.67869056	11.72935231	11.72695293	11.86418707	11.86238978	11.82497956	11.73122087	11.80954452	11.8835385	11.84592144	12.11465999	11.98400277	11.94753011
CIC11T00000005205	 MAL2_2	6.843956553	6.996510569	7.212985643	6.587940274	6.387785573	6.506286515	9.962073582	9.941591746	9.883197243	7.142291396	7.076661926	7.020334022	6.759115534	6.802430885	6.659451204	7.085307777	6.848837214	8.616440946	8.280481458	8.60148032
CIC11T00000005339	 VNX1	9.447997598	9.479427758	9.276547939	8.225871075	8.666113766	9.043596278	9.127545008	9.5471677	9.634134266	9.787951174	9.253313812	9.185764553	9.195931519	9.751400755	9.294699312	9.274765334	9.240108272	9.244100705	8.781477594	8.970360733
CIC11T00000004564	 ABCG13	0.170600125	0.576718038	0.335296007	2.509964438	0.467718272	3.340246907	1.8688186	1.670321879	1.750370843	3.454433044	2.718713171	2.731594671	3.063113621	3.828527908	2.88845192	1.992569858	2.584516442	1.153370597	0.111439636	1.047277723
CIC11T00000001536	 DFM1	8.892785465	8.83358673	9.185564496	8.913663133	8.995090296	8.559254479	8.604263206	8.404250572	8.616156954	7.97016454	7.823847237	7.806967541	7.798503222	8.050532468	7.905655262	7.945558462	7.832495085	8.613545577	9.10202028	8.797120578
CIC11T00000002986	 Snrpd1	4.976726605	5.003947729	5.056612217	5.714981895	4.983659992	4.774732122	5.1759857	4.820905044	4.515709368	5.005445115	6.031400153	5.929547889	5.930599062	5.261315597	5.840354707	6.196044988	5.940539003	4.784542815	5.342759259	5.182409599
CIC11T00000000686	 MRPL25	7.764832854	7.653537009	7.781148265	8.816617662	8.759139702	8.283566018	7.282391707	7.164711595	7.159691914	7.801383131	7.983571607	7.995522442	8.100132078	7.893647602	7.952102783	7.726093588	7.534506116	8.181735805	8.87112237	8.391468283
CIC11T00000002799	 ATP16	12.09799161	11.9801499	12.26767581	12.59806714	12.32704924	11.9973384	11.96038321	11.35462851	11.51109601	11.68158937	11.78732543	11.82624875	11.74483602	11.61071015	11.71527273	11.80346619	11.74767431	12.28328722	12.52928678	12.37606685
CIC11T00000001977	 augustus_masked-chr6-processed-gene-9.75	6.473961047	6.509973367	6.384770179	5.389516291	6.15872605	5.274580078	6.153103711	6.675741979	6.569660503	5.701583144	6.312722051	6.428730376	5.917462261	5.755675751	6.050856351	5.739871705	6.07916679	5.946984212	6.226990147	5.874532543
CIC11T00000000198	 rad21	8.197148533	8.299612047	8.54364726	7.56247978	7.951989066	7.497374142	7.093318113	7.069912444	7.286447315	8.398346558	8.605888208	8.696340484	8.559179202	8.199399385	8.350260666	8.483088589	8.31195242	7.673384846	8.195850718	8.079031412
CIC11T00000004910	 Dync1i1	5.487595754	5.737418851	5.619038794	5.3764893	5.390490394	5.611637818	5.114680908	5.572420172	5.041969722	6.015685834	6.084089333	5.876237788	6.240104229	6.087177889	5.741438504	6.000821373	5.863658308	5.349625216	5.175906864	5.566573035
CIC11T00000002010	 SLD5	5.686522093	5.705888871	5.06406186	6.109530338	5.733089683	5.968748937	5.925251452	5.420129513	5.494692161	6.117707992	6.281720517	6.23527279	6.507093274	6.199285835	6.088132275	6.323393125	6.456973937	5.88602036	6.018408302	6.062488134
CIC11T00000004046	 RTC1	6.286071458	6.23089406	6.621165901	6.144555651	6.609291162	6.67047225	5.867058206	6.100766091	6.089516317	6.167321562	5.938656254	6.089803915	6.263404046	6.206140834	6.117590709	6.431704691	6.033730305	6.591679394	6.2368453	6.454157048
CIC11T00000002607	 YNL320w	5.822012078	5.765153291	4.77562341	5.850966633	5.362807722	6.160903045	4.993177865	4.783603714	4.989831541	6.399310988	6.838744615	7.020334022	6.862696263	6.393421324	6.871549218	6.378101138	6.579336503	5.50978283	5.391919943	5.71446313
CIC11T00000000228	 TIF45	11.16744293	11.17044598	11.33530649	12.01530534	11.74143722	11.47747132	11.05203477	10.65331147	10.66220428	10.72125168	11.04899973	11.08036586	11.04472978	10.72713817	11.06400089	11.08057153	11.10652368	11.51415945	11.75090616	11.48526514
CIC11T00000005313	 KRE1_2	7.917586817	7.341166338	7.623397898	6.308503653	6.44115892	6.353993771	7.34165554	7.22523783	7.401142507	7.848799059	8.186550469	8.106711576	8.245051575	7.952451007	8.370914461	7.765421363	7.938465315	6.267696827	6.788389055	6.603705039
CIC11T00000002470	 AVT4	5.525486821	5.572465236	4.808132131	5.396008144	5.597832503	5.889042534	4.861481422	5.705274243	5.449964404	7.171104372	6.548506087	6.456028152	6.263404046	7.131506654	6.518318123	6.391603969	6.645737092	5.796548511	5.378593888	5.702083384
CIC11T00000004872	 augustus_masked-chr6-processed-gene-9.80	8.019859432	8.029830895	8.187918155	8.609384258	8.403702082	7.987502866	7.507419713	6.983632569	7.082672387	7.623558913	8.052689817	8.153530121	8.100132078	7.677320314	7.980230771	8.119425859	8.043940531	8.278589034	8.560851809	8.392882018
CIC11T00000005730	 SVL3	9.471513685	9.517009223	8.469923907	9.301827327	9.490852776	9.856069644	9.539914454	9.727327004	9.742379674	10.13420021	10.07768564	10.13404159	10.0323004	10.0989261	10.11958295	10.33820028	10.2278147	9.793713829	9.172133264	9.224334716
CIC11T00000003456	 CDC8	6.771199146	6.694752072	7.004984965	7.507549623	6.816759329	7.338553581	6.438770295	6.056049162	5.928119441	7.511826124	7.55145319	7.499773891	7.538574721	7.411029176	7.706150971	7.339779734	7.559960104	6.870846214	6.764346028	6.976117704
CIC11T00000002840	 aps-2	4.889489357	4.871437015	5.441085765	4.556577218	4.066840719	4.019243671	4.917886852	4.794306692	4.999377642	4.273526404	4.225472745	4.521966531	4.374811761	4.286750689	4.120620136	4.427137695	4.224364795	4.620424471	5.059270798	4.837288832
CIC11T00000003765	 KU70	3.462285718	3.575623239	4.125205851	3.459269042	3.17017843	4.189070389	2.711156349	3.183546757	3.404429094	3.394095874	2.837145863	3.34731725	2.753421867	3.399701213	2.88845192	2.734612885	3.11781151	3.367329973	3.127450962	3.322513347
CIC11T00000004515	 augustus_masked-chr6-processed-gene-9.59	5.657909344	5.782349796	4.616457058	5.008667418	4.410237851	5.889042534	6.172904502	6.65643533	7.087137599	6.54343439	6.035197469	6.052186833	6.132688093	6.260361461	5.690648464	5.905807256	5.692919741	5.593997385	5.509193934	5.815570591
CIC11T00000003379	 augustus_masked-chr6-processed-gene-9.83	6.894369667	6.759906477	7.21974294	6.445257738	6.368460264	6.499844463	5.74690606	5.693449278	5.789686629	6.943912179	7.642368045	7.752504182	7.467142387	6.91980888	7.65052124	7.73401147	7.549810631	6.35803701	6.64066655	6.597764966
CIC11T00000004996	 FCR1	7.953162562	8.424310685	8.387435286	7.44835381	5.472000431	7.516159533	8.556678376	8.390822357	8.48262713	9.293995731	9.190939864	9.205610412	9.855022648	9.986344922	9.942975147	9.672088	9.767694407	8.268411542	5.942755681	7.262272474
CIC11T00000000867	 ARB_03491	7.181566609	7.178813012	7.158258771	8.011762963	7.551611083	7.808547592	6.744699373	6.65643533	6.636981741	8.31757791	7.96065494	7.980870336	7.854651488	8.598953737	7.876605108	7.519116847	7.716781879	7.839084282	7.812976569	7.752734313
CIC11T00000004357	 TPD3	11.63013807	11.60397219	10.8929798	11.00076065	11.48680237	11.10157796	11.15396143	11.32149683	11.38887437	11.50826799	11.3540311	11.39790636	11.36072708	11.43466339	11.27958308	11.40148643	11.42354437	11.57064835	11.53520013	11.42350082
CIC11T00000002139	 ISA2	5.805001455	5.698834304	5.933685547	6.341048079	6.056141508	5.934490561	6.360223206	6.230664017	6.010001834	5.68491659	6.012334381	5.745394458	5.626322929	5.82468627	6.028244666	5.773852945	5.565891608	5.929702235	6.392878021	6.374460787
CIC11T00000004475	 PMT2	12.06745209	12.14687423	11.68660182	11.21491838	11.8037895	11.49462382	11.27938255	11.50599101	11.48983186	11.64210862	11.53593863	11.55558025	11.59453575	11.70751881	11.57245741	11.80684931	11.76636963	11.58519155	11.65564998	11.45492793
CIC11T00000005778	 GPD_3	15.08434158	15.00077526	14.75160166	15.65894989	15.58183322	15.42693724	14.82392533	14.51404071	14.59922608	14.4296859	15.0739847	15.08435114	15.03460155	14.55460411	15.03772077	15.08464025	15.08162161	15.3360172	15.39440047	15.29911153
CIC11T00000004531	 augustus_masked-chr6-processed-gene-9.63	2.867869194	2.435931942	2.796515965	2.900114335	2.44285625	2.469589147	3.640213718	3.541331628	3.55754857	2.128199557	2.18351822	2.041377804	2.789295106	1.869016928	1.987119973	1.820764438	1.877853443	2.188673894	2.854973404	2.232865031
CIC11T00000005312	 YDR089w	6.500500899	6.515213296	6.356625098	9.108870284	8.531044165	9.73133576	6.199082085	6.415957019	6.374377673	7.980424653	7.465727242	7.636279798	7.607959668	8.012021043	7.597681464	7.570439851	7.644547289	10.45442278	9.661484188	9.751329801
CIC11T00000000939	 MET5	13.51151305	13.58024391	13.80264855	14.08873936	14.53711535	14.46261514	13.13846256	13.49145197	13.55581903	13.17373459	12.47259184	12.45513746	12.45854545	13.08684155	12.47081634	12.58321968	12.62162151	14.28007783	14.28183766	14.29341618
